"NFICode";"NFIName";"originalName";"originalNameAuthorship";"acceptedName";"acceptedNameAuthorship";"taxonomicStatus";"taxonRank"
143;"Jasminum fruticans";"Jasminum fruticans";"L.";"Chrysojasminum fruticans";"(L.) Banfi";"Accepted";"species"
275;"Juglans nigra";"Juglans nigra";"L.";"Juglans nigra";"L.";"Accepted";"species"
75;"Juglans regia";"Juglans regia";"L.";"Juglans regia";"L.";"Accepted";"species"
975;"Juglans spp.";"Juglans";;"Juglans";"L.";"Accepted";"genus"
337;"Juniperus cedrus";"Juniperus cedrus";"Webb & Berthel.";"Juniperus cedrus";"Webb & Berthel.";"Accepted";"species"
37;"Juniperus communis";"Juniperus communis";"L.";"Juniperus communis";"L.";"Accepted";"species"
3700;"Juniperus communis ssp. alpina";"Juniperus communis alpina";"(Suter) Celak.";"Juniperus communis";"L.";"Accepted";"species"
237;"Juniperus oxycedrus";"Juniperus oxycedrus";"L.";"Juniperus oxycedrus";"L.";"Accepted";"species"
39;"Juniperus phoenicea";"Juniperus phoenicea";"L.";"Juniperus phoenicea";"L.";"Accepted";"species"
239;"Juniperus sabina";"Juniperus sabina";"L.";"Juniperus sabina";"L.";"Accepted";"species"
1139;"Juniperus sabina";"Juniperus sabina";"L.";"Juniperus sabina";"L.";"Accepted";"species"
937;"Juniperus spp.";"Juniperus";;"Juniperus";"L.";"Accepted";"genus"
38;"Juniperus thurifera";"Juniperus thurifera";"L.";"Juniperus thurifera";"L.";"Accepted";"species"
238;"Juniperus turbinata";"Juniperus turbinata";;"Juniperus turbinata";"Guss.";"Accepted";"species"
164;"Kleinia neriifolia";"Kleinia neriifolia";"Haw.";"Kleinia neriifolia";"Haw.";"Accepted";"species"
235;"Larix decidua";"Larix decidua";"Mill.";"Larix decidua";"Mill.";"Accepted";"species"
335;"Larix leptolepis";"Larix leptolepis";;"Larix kaempferi";"(Lamb.) Carrière";"Accepted";"species"
35;"Larix spp.";"Larix";;"Larix";"Mill.";"Accepted";"genus"
435;"Larix x eurolepis";"Larix x eurolepis";;"Larix eurolepis";"A.Henry";"Unchecked";"species"
185;"Launaea arborescens";"Launaea arborescens";"(Batt.) Murb.";"Launaea arborescens";"(Batt.) Murb.";"Accepted";"species"
80;"Laurisilva";"Laurisilva";;"Liparis laurisilvatica";"Fukuy.";"Accepted";"species"
294;"Laurus azorica";"Laurus azorica";;"Laurus azorica";"(Seub.) Franco";"Accepted";"species"
94;"Laurus nobilis";"Laurus nobilis";"L.";"Laurus nobilis";"L.";"Accepted";"species"
3109;"Lavandula lanata";"Lavandula lanata";"Boiss.";"Lavandula lanata";"Boiss.";"Accepted";"species"
1109;"Lavandula latifolia";"Lavandula latifolia";"Medik.";"Lavandula latifolia";"Medik.";"Accepted";"species"
4109;"Lavandula pedunculata";"Lavandula pedunculata";"(Mill.) Cav.";"Lavandula pedunculata";"(Mill.) Cav.";"Accepted";"species"
109;"Lavandula spp.";"Lavandula";;"Lavandula";"L.";"Accepted";"genus"
2109;"Lavandula stoechas";"Lavandula stoechas";"L.";"Lavandula stoechas";"L.";"Accepted";"species"
112;"Ligustrum vulgare";"Ligustrum vulgare";"L.";"Ligustrum vulgare";"L.";"Accepted";"species"
182;"Lithodora spp.";"Lithodora";;"Lithodora";"Griseb.";"Accepted";"genus"
1144;"Lonicera etrusca";"Lonicera etrusca";"Santi";"Lonicera etrusca";"Santi";"Accepted";"species"
2144;"Lonicera implexa";"Lonicera implexa";"Aiton";"Lonicera implexa";"Aiton";"Accepted";"species"
3144;"Lonicera periclymenum";"Lonicera periclymenum";"L.";"Lonicera periclymenum";"L.";"Accepted";"species"
4144;"Lonicera pyrenaica";"Lonicera pyrenaica";"L.";"Lonicera pyrenaica";"L.";"Accepted";"species"
9012;"Lonicera pyrenaica";"Lonicera pyrenaica";"L.";"Lonicera pyrenaica";"L.";"Accepted";"species"
144;"Lonicera spp.";"Lonicera";;"Lonicera";"L.";"Accepted";"genus"
5144;"Lonicera xylosteum";"Lonicera xylosteum";"L.";"Lonicera xylosteum";"L.";"Accepted";"species"
12;"Malus sylvestris";"Malus sylvestris";"(L.) Mill.";"Malus sylvestris";"(L.) Mill.";"Accepted";"species"
8000;"Matorral en mosaico";;;;;;
158;"Maytenus canariensis";"Maytenus canariensis";;"Gymnosporia cassinoides";"(L'Hér.) Masf.";"Accepted";"species"
1158;"Maytenus senegalensis";"Maytenus senegalensis";"(Lam.) Exell";"Gymnosporia senegalensis";"Loes.";"Accepted";"species"
145;"Medicago arborea";"Medicago arborea";"L.";"Medicago arborea";"L.";"Accepted";"species"
9076;"Medicago arborea";"Medicago arborea";"L.";"Medicago arborea";"L.";"Accepted";"species"
30;"Mezcla de coníferas";;;;;;
60;"Mezcla de eucaliptos";"Eucalyptus";;"Eucalyptus";"L'Hér.";"Accepted";"genus"
70;"Mezcla de frondosas de gran porte";;;;;;
90;"Mezcla de pequeñas frondosas";;;;;;
50;"Mezcla de árboles de ribera";;;;;;
499;"Morus alba";"Morus alba";"L.";"Morus alba";"L.";"Accepted";"species"
599;"Morus nigra";"Morus nigra";"L.";"Morus nigra";"L.";"Accepted";"species"
399;"Morus spp.";"Morus";;"Morus";"L.";"Accepted";"genus"
81;"Myrica faya";"Myrica faya";"Aiton";"Myrica faya";"[Dryand.]";"Accepted";"species"
281;"Myrica rivas-martinezii";"Myrica rivas-martinezii";;"Myrica rivas-martinezii";"A.Santos";"Unchecked";"species"
6;"Myrtus communis";"Myrtus communis";"L.";"Myrtus communis";"L.";"Accepted";"species"
600;"Myrtus communis";"Myrtus communis";"L.";"Myrtus communis";"L.";"Accepted";"species"
146;"Nerium oleander";"Nerium oleander";"L.";"Nerium oleander";"L.";"Accepted";"species"
87;"Ocotea phoetens";"Ocotea phoetens";;"Ocotea";"Aubl.";"Accepted";"genus"
66;"Olea europaea";"Olea europaea";"L.";"Olea europaea";"L.";"Accepted";"species"
8104;"Ononis spp.";"Ononis";;"Ononis";"L.";"Accepted";"genus"
156;"Ononis tridentata";"Ononis tridentata";"L.";"Ononis tridentata";"L.";"Accepted";"species"
1135;"Osyris alba";"Osyris alba";"L.";"Osyris alba";"L.";"Accepted";"species"
2135;"Osyris lanceolata";"Osyris lanceolata";"Hochst. & Steud.";"Osyris lanceolata";"Hochst. & Steud.";"Accepted";"species"
2135;"Osyris quadripartita";"Osyris quadripartita";;"Osyris lanceolata";"Hochst. & Steud.";"Accepted";"species"
135;"Osyris spp.";"Osyris";;"Osyris";"L.";"Accepted";"genus"
19;"Otras coníferas";;;;;;
99;"Otras frondosas";;;;;;
89;"Otras laurisilvas";;;;;;
103;"Otras papilionoideas altas";;;;;;
104;"Otras papilionoideas bajas";;;;;;
63;"Otros eucaliptos";"Eucalyptus";;"Eucalyptus";"L'Hér.";"Accepted";"genus"
29;"Otros pinos";"Pinus";;"Pinus";"L.";"Accepted";"genus"
49;"Otros quercus";"Quercus";;"Quercus";"L.";"Accepted";"genus"
59;"Otros árboles ripícolas";;;;;;
147;"Paliurus spina-christi";"Paliurus spina-christi";"Mill.";"Paliurus spina-christi";"Mill.";"Accepted";"species"
3500;"Pastizal-Matorral en mosaico";;;;;;
183;"Periploca laevigata";"Periploca laevigata";"Aiton";"Periploca laevigata";"Aiton";"Accepted";"species"
84;"Persea indica";"Persea indica";"(L.) C.K.Spreng.";"Persea indica";"(L.) Spreng.";"Accepted";"species"
113;"Phillyrea angustifolia";"Phillyrea angustifolia";"L.";"Phillyrea angustifolia";"L.";"Accepted";"species"
8;"Phillyrea latifolia";"Phillyrea latifolia";"L.";"Phillyrea latifolia";"L.";"Accepted";"species"
1171;"Phlomis lychnitis";"Phlomis lychnitis";"L.";"Phlomis lychnitis";"L.";"Accepted";"species"
2171;"Phlomis purpurea";"Phlomis purpurea";"L.";"Phlomis purpurea";"L.";"Accepted";"species"
171;"Phlomis spp.";"Phlomis";;"Phlomis";"L.";"Accepted";"genus"
469;"Phoenix canariensis";"Phoenix canariensis";"Chabaud";"Phoenix canariensis";"Chabaud";"Accepted";"species"
69;"Phoenix spp.";"Phoenix";;"Phoenix";"L.";"Accepted";"genus"
86;"Picconia excelsa";"Picconia excelsa";"(Aiton) DC.";"Picconia excelsa";"DC.";"Accepted";"species"
33;"Picea abies";"Picea abies";"(L.) H.Karst.";"Picea abies";"(L.) H.Karst.";"Accepted";"species"
20;"Pinos";"Pinus";;"Pinus";"L.";"Accepted";"genus"
27;"Pinus canariensis";"Pinus canariensis";"C.Sm. ex DC. in Buch";"Pinus canariensis";"C.Sm. ex DC.";"Accepted";"species"
24;"Pinus halepensis";"Pinus halepensis";"Mill.";"Pinus halepensis";"Mill.";"Accepted";"species"
25;"Pinus nigra";"Pinus nigra";"J.F.Arnold";"Pinus nigra";"Aiton";"Accepted";"species"
26;"Pinus pinaster";"Pinus pinaster";"Aiton";"Pinus pinaster";"Aiton";"Accepted";"species"
23;"Pinus pinea";"Pinus pinea";"L.";"Pinus pinea";"L.";"Accepted";"species"
28;"Pinus radiata";"Pinus radiata";"D.Don";"Pinus radiata";"D.Don";"Accepted";"species"
21;"Pinus sylvestris";"Pinus sylvestris";"L.";"Pinus sylvestris";"L.";"Accepted";"species"
22;"Pinus uncinata";"Pinus uncinata";"Ramond ex DC. in Lam. & DC.";"Pinus uncinata";"Ramond ex DC.";"Accepted";"species"
293;"Pistacia atlantica";"Pistacia atlantica";"Desf.";"Pistacia atlantica";"Desf.";"Accepted";"species"
111;"Pistacia lentiscus";"Pistacia lentiscus";"L.";"Pistacia lentiscus";"L.";"Accepted";"species"
93;"Pistacia terebinthus";"Pistacia terebinthus";"L.";"Pistacia terebinthus";"L.";"Accepted";"species"
9300;"Pistacia terebinthus";"Pistacia terebinthus";"L.";"Pistacia terebinthus";"L.";"Accepted";"species"
79;"Platanus hispanica";"Platanus hispanica";"Mill. ex Münchh.";"Platanus hispanica";"Mill. ex Münchh.";"Unchecked";"species"
279;"Platanus orientalis";"Platanus orientalis";;"Platanus orientalis";"L.";"Accepted";"species"
289;"Pleiomeris canariensis";"Pleiomeris canariensis";"(Willd.) A.DC.";"Pleiomeris canariensis";"(Willd.) A.DC.";"Accepted";"species"
51;"Populus alba";"Populus alba";"L.";"Populus alba";"L.";"Accepted";"species"
58;"Populus nigra";"Populus nigra";"L.";"Populus nigra";"L.";"Accepted";"species"
52;"Populus tremula";"Populus tremula";"L.";"Populus tremula";"L.";"Accepted";"species"
258;"Populus x canadensis";"Populus x canadensis";;"Populus deltoides  subsp. monilifera";"(Aiton) Eckenw.";"Accepted";"subspecies"
3400;"Prado en mosaico";"Prado en mosaico";;"Pradosia";"Liais";"Accepted";"genus"
395;"Prunus avium";"Prunus avium";"L.";"Prunus avium";"(L.) L.";"Accepted";"species"
495;"Prunus lusitanica";"Prunus lusitanica";"L.";"Prunus lusitanica";"L.";"Accepted";"species"
148;"Prunus mahaleb";"Prunus mahaleb";"L.";"Prunus mahaleb";"L.";"Accepted";"species"
1095;"Prunus mahaleb";"Prunus mahaleb";"L.";"Prunus mahaleb";"L.";"Accepted";"species"
595;"Prunus padus";"Prunus padus";"L.";"Prunus padus";"L.";"Accepted";"species"
295;"Prunus spinosa";"Prunus spinosa";"L.";"Prunus spinosa";"L.";"Accepted";"species"
2950;"Prunus spinosa";"Prunus spinosa";"L.";"Prunus spinosa";"L.";"Accepted";"species"
95;"Prunus spp.";"Prunus";;"Prunus";"L.";"Accepted";"genus"
34;"Pseudotsuga menziesii";"Pseudotsuga menziesii";"(Mirb.) Franco";"Pseudotsuga menziesii";"(Mirb.) Franco";"Accepted";"species"
136;"Pterospartum tridentatum";"Pterospartum tridentatum";"(L.) Willk. in Willk. & Lange";"Genista tridentata";"L.";"Accepted";"species"
16;"Pyrus spp.";"Pyrus";;"Pyrus";"L.";"Accepted";"genus"
40;"Quercus";"Quercus";;"Quercus";"L.";"Accepted";"genus"
344;"Quercus alpestris";"Quercus alpestris";;"Quercus faginea";"Lam.";"Accepted";"species"
47;"Quercus canariensis";"Quercus canariensis";"Willd.";"Quercus canariensis";"Willd.";"Accepted";"species"
105;"Quercus coccifera";"Quercus coccifera";"L.";"Quercus coccifera";"L.";"Accepted";"species"
44;"Quercus faginea";"Quercus faginea";"Lam.";"Quercus faginea";"Lam.";"Accepted";"species"
1105;"Quercus fruticosa";"Quercus fruticosa";;"Quercus lusitanica";"Lam.";"Accepted";"species"
45;"Quercus ilex";"Quercus ilex";"L.";"Quercus ilex";"L.";"Accepted";"species"
45;"Quercus ilex ssp. ballota";"Quercus ilex ballota";"(Desf.) Samp.";"Quercus ilex";"L.";"Accepted";"species"
245;"Quercus ilex ssp. ilex";"Quercus ilex ilex";"L.";"Quercus ilex";"L.";"Accepted";"species"
244;"Quercus lusitanica";"Quercus lusitanica";"Lam.";"Quercus lusitanica";"Lam.";"Accepted";"species"
244;"Quercus lusitanica (Q. fruticosa)";"Quercus lusitanica";"Lam.";"Quercus lusitanica";"Lam.";"Accepted";"species"
42;"Quercus petraea";"Quercus petraea";"(Matt.) Liebl.";"Quercus petraea";"(Matt.) Liebl.";"Accepted";"species"
243;"Quercus pubescens";"Quercus pubescens";"Willd.";"Quercus pubescens";"Willd.";"Accepted";"species"
243;"Quercus pubescens (Q. humilis)";"Quercus pubescens";"Willd.";"Quercus pubescens";"Willd.";"Accepted";"species"
43;"Quercus pyrenaica";"Quercus pyrenaica";"Willd.";"Quercus pyrenaica";"Willd.";"Accepted";"species"
41;"Quercus robur";"Quercus robur";"L.";"Quercus robur";"L.";"Accepted";"species"
48;"Quercus rubra";"Quercus rubra";"L.";"Quercus rubra";"L.";"Accepted";"species"
46;"Quercus suber";"Quercus suber";"L.";"Quercus suber";"L.";"Accepted";"species"
2165;"Retama monosperma";"Retama monosperma";"(L.) Boiss.";"Retama monosperma";"(L.) Boiss.";"Accepted";"species"
2165;"Retama mosnosperma";"Retama mosnosperma";;"Retama monosperma";"(L.) Boiss.";"Accepted";"species"
1165;"Retama sphaerocarpa";"Retama sphaerocarpa";"(L.) Boiss.";"Retama sphaerocarpa";"(L.) Boiss.";"Accepted";"species"
4103;"Retama spp.";"Retama";;"Retama";"Raf.";"Accepted";"genus"
4;"Rhamnus alaternus";"Rhamnus alaternus";"L.";"Rhamnus alaternus";"L.";"Accepted";"species"
6122;"Rhamnus alaternus";"Rhamnus alaternus";"L.";"Rhamnus alaternus";"L.";"Accepted";"species"
3122;"Rhamnus alpinus";"Rhamnus alpinus";;"Ozothamnus alpinus";"(N.A.Wakef.) Anderb.";"Accepted";"species"
389;"Rhamnus glandulosa";"Rhamnus glandulosa";"Aiton";"Rhamnus glandulosa";"Aiton";"Accepted";"species"
1122;"Rhamnus lycioides";"Rhamnus lycioides";"L.";"Rhamnus lycioides";"L.";"Accepted";"species"
5122;"Rhamnus myrtifolius";"Rhamnus myrtifolius";;"Cytisus procumbens";"(Waldst. & Kit. ex Willd.) Spreng.";"Accepted";"species"
4122;"Rhamnus oleoides";"Rhamnus oleoides";"L.";"Rhamnus oleoides";"L.";"Accepted";"species"
2122;"Rhamnus saxatilis";"Rhamnus saxatilis";"Jacq.";"Rhamnus saxatilis";"Jacq.";"Accepted";"species"
122;"Rhamnus spp.";"Rhamnus";;"Rhamnus";"L.";"Accepted";"genus"
2108;"Rhododendron ferrugineum";"Rhododendron ferrugineum";"L.";"Rhododendron ferrugineum";"L.";"Accepted";"species"
1108;"Rhododendron ponticum";"Rhododendron ponticum";"L.";"Rhododendron ponticum";"L.";"Accepted";"species"
108;"Rhododendron spp.";"Rhododendron";;"Rhododendron";"L.";"Accepted";"genus"
96;"Rhus coriaria";"Rhus coriaria";"L.";"Rhus coriaria";"L.";"Accepted";"species"
1131;"Ribes alpinum";"Ribes alpinum";"L.";"Ribes alpinum";"L.";"Accepted";"species"
2131;"Ribes rubrum";"Ribes rubrum";"L.";"Ribes rubrum";"L.";"Accepted";"species"
131;"Ribes spp.";"Ribes";;"Ribes";"L.";"Accepted";"genus"
92;"Robinia pseudacacia";"Robinia pseudacacia";;"Robinia pseudoacacia";"L.";"Accepted";"species"
92;"Robinia pseudoacacia";"Robinia pseudoacacia";"L.";"Robinia pseudoacacia";"L.";"Accepted";"species"
119;"Rosa spp.";"Rosa";;"Rosa";"L.";"Accepted";"genus"
114;"Rosmarinus officinalis";"Rosmarinus officinalis";"L.";"Rosmarinus officinalis";"L.";"Accepted";"species"
1114;"Rosmarinus tomentosus";"Rosmarinus tomentosus";"Hub.-Mor. & Maire";"Rosmarinus tomentosus";"Hub.-Mor. & Maire";"Accepted";"species"
1121;"Rubus caesius";"Rubus caesius";"L.";"Rubus caesius";"L.";"Accepted";"species"
2121;"Rubus idaeus";"Rubus idaeus";"L.";"Rubus idaeus";"L.";"Accepted";"species"
121;"Rubus spp.";"Rubus";;"Rubus";"L.";"Accepted";"genus"
3121;"Rubus ulmifolius";"Rubus ulmifolius";"Schott";"Rubus ulmifolius";"Schott";"Accepted";"species"
166;"Rumex lunaria";"Rumex lunaria";"L.";"Rumex lunaria";"L.";"Accepted";"species"
130;"Ruscus aculeatus";"Ruscus aculeatus";"L.";"Ruscus aculeatus";"L.";"Accepted";"species"
1130;"Ruscus hypophyllum";"Ruscus hypophyllum";"L.";"Ruscus hypophyllum";"L.";"Accepted";"species"
257;"Salix alba";"Salix alba";"L.";"Salix alba";"L.";"Accepted";"species"
357;"Salix atrocinerea";"Salix atrocinerea";"Brot.";"Salix atrocinerea";"Brot.";"Accepted";"species"
457;"Salix babylonica";"Salix babylonica";;"Salix babylonica";"L.";"Accepted";"species"
858;"Salix canariensis";"Salix canariensis";"C.Sm. ex Link";"Salix pedicellata  subsp. canariensis";"(C.Sm. ex Link) A.K.Skvortsov";"Accepted";"subspecies"
557;"Salix cantabrica";"Salix cantabrica";"Rech.f.";"Salix bicolor";"Ehrh. ex Willd.";"Accepted";"species"
657;"Salix caprea";"Salix caprea";"L.";"Salix caprea";"L.";"Accepted";"species"
757;"Salix elaeagnos";"Salix elaeagnos";;"Salix eleagnos";"Scop.";"Accepted";"species"
857;"Salix fragilis";"Salix fragilis";"L.";"Salix × fragilis";"L.";"Accepted";"species"
957;"Salix purpurea";"Salix purpurea";"L.";"Salix purpurea";"L.";"Accepted";"species"
57;"Salix spp.";"Salix";;"Salix";"L.";"Accepted";"genus"
186;"Salsola spp.";"Salsola";;"Salsola";"L.";"Accepted";"genus"
97;"Sambucus nigra";"Sambucus nigra";"L.";"Sambucus nigra";"L.";"Accepted";"species"
197;"Sambucus palmensis";"Sambucus palmensis";;"Sambucus palmensis";"Link";"Accepted";"species"
297;"Sambucus racemosa";"Sambucus racemosa";"L.";"Sambucus racemosa";"L.";"Accepted";"species"
2970;"Sambucus racemosa";"Sambucus racemosa";"L.";"Sambucus racemosa";"L.";"Accepted";"species"
997;"Sambucus spp.";"Sambucus";;"Sambucus";"L.";"Accepted";"genus"
2127;"Santolina chamecyparissus";"Santolina chamecyparissus";;"Santolina chamaecyparissus";"L.";"Accepted";"species"
127;"Santolina rosmarinifolia";"Santolina rosmarinifolia";"L.";"Santolina rosmarinifolia";"L.";"Accepted";"species"
1127;"Santolina spp.";"Santolina";;"Santolina";"L.";"Accepted";"genus"
8103;"Sarothamnus scoparius";"Sarothamnus scoparius";;"Cytisus scoparius";"(L.) Link";"Accepted";"species"
5103;"Sarothamnus vulgaris";"Sarothamnus vulgaris";;"Cytisus scoparius";"(L.) Link";"Accepted";"species"
181;"Securinega tinctoria";"Securinega tinctoria";;"Flueggea tinctoria";"(L.) G.L.Webster";"Accepted";"species"
180;"Sideritis spp.";"Sideritis";;"Sideritis";"L.";"Accepted";"genus"
85;"Sideroxylon marmulano";"Sideroxylon marmulano";;"Sideroxylon mirmulans";"R.Br.";"Accepted";"species"
85;"Sideroxylon mirmulans";"Sideroxylon mirmulans";;"Sideroxylon mirmulans";"R.Br.";"Accepted";"species"
10;"Sin asignar";;;;;;
149;"Smilax aspera";"Smilax aspera";"L.";"Smilax aspera";"L.";"Accepted";"species"
292;"Sophora japonica";"Sophora japonica";"L.";"Styphnolobium japonicum";"(L.) Schott";"Accepted";"species"
278;"Sorbus aria";"Sorbus aria";"(L.) Crantz";"Sorbus aria";"(L.) Crantz";"Accepted";"species"
378;"Sorbus aucuparia";"Sorbus aucuparia";"L.";"Sorbus aucuparia";"L.";"Accepted";"species"
778;"Sorbus chamaemespilus";"Sorbus chamaemespilus";"(L.) Crantz";"Sorbus chamaemespilus";"(L.) Crantz";"Accepted";"species"
478;"Sorbus domestica";"Sorbus domestica";"L.";"Sorbus domestica";"L.";"Accepted";"species"
678;"Sorbus latifolia";"Sorbus latifolia";"(Lam.) Pers.";"Sorbus latifolia";"(Lam.) Pers.";"Accepted";"species"
78;"Sorbus spp.";"Sorbus";;"Sorbus";"L.";"Accepted";"genus"
578;"Sorbus torminalis";"Sorbus torminalis";"(L.) Crantz";"Sorbus torminalis";"(L.) Crantz";"Accepted";"species"
9103;"Spartium junceum";"Spartium junceum";"L.";"Spartium junceum";"L.";"Accepted";"species"
3103;"Spartium spp.";"Spartium";;"Spartium";"L.";"Accepted";"genus"
1134;"Spiraea hypericifolia";"Spiraea hypericifolia";"L.";"Spiraea hypericifolia";"L.";"Accepted";"species"
134;"Spiraea spp.";"Spiraea";;"Spiraea";"L.";"Accepted";"genus"
176;"Stauracanthus boivinii";"Stauracanthus boivinii";"(Webb) Samp.";"Stauracanthus boivinii";"(Webb) Samp.";"Accepted";"species"
253;"Tamarix canariensis";"Tamarix canariensis";"Willd.";"Tamarix canariensis";"Willd.";"Accepted";"species"
53;"Tamarix spp.";"Tamarix";;"Tamarix";"L.";"Accepted";"genus"
14;"Taxus baccata";"Taxus baccata";"L.";"Taxus baccata";"L.";"Accepted";"species"
9077;"Teline linifolia";"Teline linifolia";"(L.) Webb in Webb & Berthel.";"Genista linifolia";"L.";"Accepted";"species"
9078;"Teline monspessulana";"Teline monspessulana";"(L.) K.Koch";"Genista monspessulana";"(L.) L.A.S.Johnson";"Accepted";"species"
9202;"Teline monspessulana";"Teline monspessulana";"(L.) K.Koch";"Genista monspessulana";"(L.) L.A.S.Johnson";"Accepted";"species"
9914;"Teline monspessulana";"Teline monspessulana";"(L.) K.Koch";"Genista monspessulana";"(L.) L.A.S.Johnson";"Accepted";"species"
165;"Teline spp.";"Teline";;"Genista";"L.";"Accepted";"genus"
219;"Tetraclinis articulata";"Tetraclinis articulata";"(Vahl) Mast.";"Tetraclinis articulata";"Mast.";"Accepted";"species"
1179;"Teucrium fruticans";"Teucrium fruticans";"L.";"Teucrium fruticans";"L.";"Accepted";"species"
179;"Teucrium spp.";"Teucrium";;"Teucrium";"L.";"Accepted";"genus"
319;"Thuja spp.";"Thuja";;"Thuja";"L.";"Accepted";"genus"
151;"Thymelaea spp.";"Thymelaea";;"Thymelaea";"Mill.";"Accepted";"genus"
4129;"Thymus albicans";"Thymus albicans";"Hoffmanns. & Link";"Thymus albicans";"Hoffmanns. & Link";"Accepted";"species"
3129;"Thymus baeticus";"Thymus baeticus";"Boiss. ex Lacaita";"Thymus baeticus";"Boiss. ex Lacaita";"Accepted";"species"
5129;"Thymus granatensis";"Thymus granatensis";"Boiss.";"Thymus granatensis";"Boiss.";"Accepted";"species"
1129;"Thymus mastichina";"Thymus mastichina";"(L.) L.";"Thymus mastichina";"L.";"Accepted";"species"
129;"Thymus spp.";"Thymus";;"Thymus";"L.";"Accepted";"genus"
2129;"Thymus zygis";"Thymus zygis";"Loefl. ex L.";"Thymus zygis";"L.";"Accepted";"species"
277;"Tilia cordata";"Tilia cordata";"Mill.";"Tilia cordata";"Mill.";"Accepted";"species"
377;"Tilia platyphyllos";"Tilia platyphyllos";"Scop.";"Tilia platyphyllos";"Scop.";"Accepted";"species"
77;"Tilia spp.";"Tilia";;"Tilia";"L.";"Accepted";"genus"
1164;"Ulex canescens";"Ulex canescens";"Lange";"Ulex canescens";"Lange";"Accepted";"species"
6103;"Ulex europaeus";"Ulex europaeus";"L.";"Ulex europaeus";"L.";"Accepted";"species"
3164;"Ulex minor";"Ulex minor";"Roth";"Ulex minor";"Roth";"Accepted";"species"
157;"Ulex parviflorus";"Ulex parviflorus";"Pourr.";"Ulex parviflorus";"Pourr.";"Accepted";"species"
1103;"Ulex spp.";"Ulex";;"Ulex";"L.";"Accepted";"genus"
256;"Ulmus glabra";"Ulmus glabra";"Huds.";"Ulmus glabra";"Huds.";"Accepted";"species"
56;"Ulmus minor";"Ulmus minor";"Mill.";"Ulmus minor";"Mill.";"Accepted";"species"
356;"Ulmus pumila";"Ulmus pumila";;"Ulmus pumila";"L.";"Accepted";"species"
456;"Ulmus spp.";"Ulmus";;"Ulmus";"L.";"Accepted";"genus"
956;"Ulmus spp.";"Ulmus";;"Ulmus";"L.";"Accepted";"genus"
137;"Vaccinium myrtillus";"Vaccinium myrtillus";"L.";"Vaccinium myrtillus";"L.";"Accepted";"species"
1137;"Vaccinium spp.";"Vaccinium";;"Vaccinium";"L.";"Accepted";"genus"
1170;"Vella spinosa";"Vella spinosa";"Boiss.";"Vella spinosa";"Boiss.";"Accepted";"species"
170;"Vella spp.";"Vella";;"Vella";"L.";"Accepted";"genus"
3115;"Viburnum lantana";"Viburnum lantana";"L.";"Viburnum lantana";"L.";"Accepted";"species"
4115;"Viburnum opulus";"Viburnum opulus";"L.";"Viburnum opulus";"L.";"Accepted";"species"
1115;"Viburnum rigidum";"Viburnum rigidum";;"Viburnum rugosum";"Pers.";"Accepted";"species"
115;"Viburnum spp.";"Viburnum";;"Viburnum";"L.";"Accepted";"genus"
2115;"Viburnum tinus";"Viburnum tinus";"L.";"Viburnum tinus";"L.";"Accepted";"species"
489;"Visnea mocanera";"Visnea mocanera";"L.f.";"Visnea mocanera";"L.f.";"Accepted";"species"
174;"Vitis vinifera";"Vitis vinifera";"L.";"Vitis vinifera";"L.";"Accepted";"species"
184;"Withania frutescens";"Withania frutescens";"(L.) Pauquy";"Withania frutescens";"(L.) Pauquy";"Accepted";"species"
123;"Zizyphus lotus";"Zizyphus lotus";;"Ziziphus lotus";"Lam.";"Accepted";"species"
